name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"Sanjiv Bajaj",1969-11-02,53,Male,India,Pune,not-applicable,India,3600000000,Diversified,Diversified,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Leonid Boguslavsky",1951-06-17,71,Male,Italy,Florence,not-applicable,Canada,3600000000,"Finance & Investments","Venture capital",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Jim Coulter",1959-12-01,63,Male,"United States","San Francisco",California,"United States",3600000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Nicolas D'Ieteren",1975-04-13,47,Male,Switzerland,Anzere,not-applicable,Belgium,3600000000,Automotive,"Auto parts, distribution",0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Beatriz Davila de Santo Domingo",1939-03-07,84,Female,Bermuda,unknown,not-applicable,Colombia,3600000000,"Food & Beverage",Beer,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bob Gaglardi",1941-02-19,82,Male,Canada,Vancouver,not-applicable,Canada,3600000000,"Real Estate",Hotels,1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Jaime Gilinski Bacal",1957-12-14,65,Male,"United Kingdom",London,not-applicable,Colombia,3600000000,"Finance & Investments",Banking,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Pansy Ho",1962-08-26,60,Female,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3600000000,"Gambling & Casinos",Casinos,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Alan Howard",1963-09-01,59,Male,Switzerland,Geneva,not-applicable,"United Kingdom",3600000000,"Finance & Investments","Hedge funds",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Yi Huang",1962-01-01,61,Male,China,Beijing,not-applicable,"Hong Kong",3600000000,Automotive,"Car dealerships",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Peter Kellogg",1942-09-01,80,Male,"United States","Short Hills","New Jersey","United States",3600000000,"Finance & Investments",Investments,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Vyacheslav Kim",1969-06-12,53,Male,Kazakhstan,Almaty,not-applicable,Kazakhstan,3600000000,"Finance & Investments",Fintech,1,18513930,180161741180,73.2,11.7,28.4,104.4,61.7,182.8,48.019573,66.923684
"Josh Kushner",1985-06-12,37,Male,"United States","New York City","New York","United States",3600000000,"Finance & Investments","Venture capital",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Samuel Tak Lee",1939-04-09,83,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3600000000,"Real Estate","Real estate",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Edwin Leong",1951-12-04,71,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3600000000,"Real Estate","Real estate",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Stephen Mandel",1956-03-12,67,Male,"United States",Greenwich,Connecticut,"United States",3600000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mohamed Mansour",1948-01-23,75,Male,"United Kingdom",London,not-applicable,Egypt,3600000000,Diversified,Diversified,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Masahiro Miki",1955-07-26,67,Male,Japan,Tokyo,not-applicable,Japan,3600000000,"Fashion & Retail",Shoes,1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Masahiro Noda",1938-08-24,84,Male,Japan,Tokyo,not-applicable,Japan,3600000000,Technology,Software,1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Cliff Obrecht",1985-12-28,37,Male,Australia,Sydney,not-applicable,Australia,3600000000,Technology,Software,1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Melanie Perkins",1987-05-13,35,Female,Australia,Sydney,not-applicable,Australia,3600000000,Technology,Software,1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"J.B. Pritzker",1965-01-19,58,Male,"United States",Springfield,Illinois,"United States",3600000000,"Finance & Investments","Hotels, investments",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Juan Roig",1949-10-08,73,Male,Spain,Valencia,not-applicable,Spain,3600000000,"Fashion & Retail",Supermarkets,0,47076781,1394116310769,83.3,14.2,47.0,102.7,88.9,111.0,40.463667,-3.749220
"Jerry Speyer",1940-06-23,82,Male,"United States","New York","New York","United States",3600000000,"Real Estate","Real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Lawrence Stroll",1959-07-11,63,Male,Switzerland,Geneva,not-applicable,Canada,3600000000,"Fashion & Retail","Fashion investments",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Chee Chen Tung",1942-12-15,80,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3600000000,Logistics,Shipping,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Junlin Wang",1962-09-01,60,Male,China,Chengdu,not-applicable,China,3600000000,"Food & Beverage",Liquor,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Zuoquan Xia",1962-01-01,61,Male,China,Shenzhen,not-applicable,China,3600000000,Automotive,"Automobiles, batteries",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Fangqin Zeng",1965-12-25,57,Female,China,Shenzhen,not-applicable,China,3600000000,Technology,"Smartphone components",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jian Zhang",1969-01-01,54,Male,China,Tianjin,not-applicable,China,3600000000,Manufacturing,"Electric bikes, scooters",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Rocco Basilico",1989-07-11,33,Male,"United States","Los Angeles",California,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Maurizio Billi",1957-11-22,65,Male,Brazil,"Sao Paulo",not-applicable,Brazil,3500000000,Healthcare,"Generic drugs",0,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Fashu Chen",1960-10-26,62,Male,China,Fuzhou,not-applicable,China,3500000000,"Finance & Investments",Investments,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Giuseppe Crippa",1935-05-05,87,Male,Italy,"Cernusco Lombardone",not-applicable,Italy,3500000000,Manufacturing,"Microchip testing",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Daniel D'Aniello",1946-09-14,76,Male,"United States",Vienna,Virginia,"United States",3500000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Claudio Del Vecchio",1957-02-26,66,Male,"United States",Muttontown,"New York",Italy,3500000000,"Fashion & Retail",Eyeglasses,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Clemente Del Vecchio",2004-05-06,18,Male,Italy,Milan,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglases,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Leonardo Maria Del Vecchio",1995-05-06,27,Male,Italy,Milan,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Luca Del Vecchio",2001-08-31,21,Male,Italy,Milan,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Marisa Del Vecchio",1958-07-10,64,Female,Italy,Rome,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Paola Del Vecchio",1961-05-14,61,Female,Luxembourg,Luxembourg,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,645397,71104919108,82.1,26.5,20.4,102.3,19.2,115.1,49.815273,6.129583
"Walter P.J. Droege",1952-11-25,70,Male,Germany,Dusseldorf,not-applicable,Germany,3500000000,"Finance & Investments",Investing,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Daidi Fan",1966-01-01,57,Female,China,Xian,not-applicable,China,3500000000,"Fashion & Retail",Skincare,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Peter Gassner",1965-02-26,58,Male,"United States",Pleasanton,California,"United States",3500000000,Technology,Software,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mikhail Gutseriev",1958-03-09,65,Male,Russia,Moscow,not-applicable,Russia,3500000000,Energy,"Oil, coal, real estate",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Patrick Lee",1942-01-01,81,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3500000000,Manufacturing,Paper,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Youbin Leng",1969-01-01,54,Male,China,Beijing,not-applicable,China,3500000000,"Food & Beverage","Infant formula",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Daniel Loeb",1961-12-18,61,Male,"United States","New York","New York","United States",3500000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Margarita Louis-Dreyfus",1962-06-01,60,Female,Switzerland,Davos,not-applicable,Switzerland,3500000000,"Food & Beverage",Commodities,0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Prasert Prasarttong-Osoth",1933-03-26,90,Male,Thailand,Bangkok,not-applicable,Thailand,3500000000,Healthcare,Hospitals,1,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Ira Rennert",1934-05-31,88,Male,"United States","New York","New York","United States",3500000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Dirk Rossmann",1946-09-07,76,Male,Germany,Lower-Saxony,not-applicable,Germany,3500000000,"Fashion & Retail",Drugstores,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Arkady Rotenberg",1951-12-15,71,Male,Russia,Moscow,not-applicable,Russia,3500000000,"Construction & Engineering","Construction, pipes, banking",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Remo Ruffini",1961-08-27,61,Male,Italy,Como,not-applicable,Italy,3500000000,"Fashion & Retail","Winter jackets",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Karin Sartorius-Herbst",1960-03-29,65,Female,Germany,Northeim,not-applicable,Germany,3500000000,Healthcare,Biopharmaceuticals,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Vivek Chaand Sehgal",1956-09-28,66,Male,India,Delhi,not-applicable,Australia,3500000000,Automotive,"Auto parts",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Scott Shleifer",1977-06-14,45,Male,"United States","New York","New York","United States",3500000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Thomas Siebel",1952-11-22,70,Male,"United States",Woodside,California,"United States",3500000000,Technology,"Business software",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Wim van der Leegte",1947-08-23,75,Male,Netherlands,Eindhoven,not-applicable,Netherlands,3500000000,Manufacturing,Manufacturing,0,17332850,909070395161,81.8,23.0,41.2,104.2,85.0,115.9,52.132633,5.291266
"Yongming Xiao",1964-07-01,58,Male,China,Beijing,not-applicable,China,3500000000,Diversified,Fertilizer,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Michael Xie",1969-02-20,54,Male,"United States","Los Altos Hills",California,"United States",3500000000,Technology,Cybersecurity,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Shaopeng Yang",1958-01-01,65,Male,China,Qingdao,not-applicable,China,3500000000,Logistics,Shipping,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Nicoletta Zampillo",1958-03-28,65,Female,Monaco,Monaco,not-applicable,Italy,3500000000,"Fashion & Retail",Eyeglasses,0,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Barry Zekelman",1967-01-03,56,Male,Canada,Windsor,not-applicable,Canada,3500000000,Manufacturing,Steel,0,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"William Ackman",1966-05-11,56,Male,"United States","New York","New York","United States",3400000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Somphote Ahunai",1967-06-01,55,Male,Thailand,Bangkok,not-applicable,Thailand,3400000000,Energy,"Renewable energy",1,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Igor Altushkin",1970-09-10,52,Male,Russia,Yekaterinburg,not-applicable,Russia,3400000000,"Metals & Mining",Metals,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Ramon Ang",1954-01-14,69,Male,Philippines,Manila,not-applicable,Philippines,3400000000,"Food & Beverage",Diversified,1,108116615,376795508680,71.1,14.0,43.1,107.5,35.5,129.6,12.879721,121.774017
"Acharya Balkrishna",1972-07-25,50,Male,India,Haridwar,not-applicable,India,3400000000,"Food & Beverage","Consumer goods",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Markus Blocher",1971-01-01,52,Male,Switzerland,"Wilen bei Wollerau",not-applicable,Switzerland,3400000000,Manufacturing,Chemicals,0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Richard Branson",1950-07-18,72,Male,"British Virgin Islands","Necker Island",not-applicable,"United Kingdom",3400000000,Diversified,Virgin,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jung-ho Cho",1958-10-05,64,Male,"South Korea",Seoul,not-applicable,"South Korea",3400000000,"Finance & Investments",Finance,0,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Alessandra Garavoglia",1960-02-06,63,Female,Italy,Milan,not-applicable,Italy,3400000000,"Food & Beverage",Spirits,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Laurence Graff",1938-06-13,84,Male,Switzerland,Gstaad,not-applicable,"United Kingdom",3400000000,"Fashion & Retail","Diamond jewelry",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Amos Hostetter",1937-01-12,86,Male,"United States",Boston,Massachusetts,"United States",3400000000,"Media & Entertainment","Cable television",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Robert Johnson",1947-04-12,75,Male,"United States","Palm Beach",Florida,"United States",3400000000,Sports,"Johnson & Johnson, sports",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Steven Klinsky",1956-05-30,66,Male,"United States","New York","New York","United States",3400000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"William Lauder",1960-04-11,62,Male,"United States","New York","New York","United States",3400000000,"Fashion & Retail","Estee Lauder",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"John Middleton",1955-03-02,68,Male,"United States","Bryn Mawr",Pennsylvania,"United States",3400000000,"Food & Beverage",Tobacco,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Hiroshi Mikitani",1965-03-11,58,Male,Japan,Tokyo,not-applicable,Japan,3400000000,"Fashion & Retail","Online retail",1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Bob Parsons",1950-11-27,72,Male,"United States",Scottsdale,Arizona,"United States",3400000000,Technology,"Web hosting",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"J. Joe Ricketts",1941-07-16,81,Male,"United States","Little Jackson Hole",Wyoming,"United States",3400000000,"Finance & Investments","TD Ameritrade",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Herb Simon",1934-10-23,88,Male,"United States",Indianapolis,Indiana,"United States",3400000000,"Real Estate","Real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Leena Tewari",1957-09-03,65,Female,India,Mumbai,not-applicable,India,3400000000,Healthcare,Pharmaceuticals,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Stefan von Holtzbrinck",1963-05-15,59,Male,Germany,Stuttgart,not-applicable,Germany,3400000000,"Media & Entertainment",Publishing,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Hans Peter Wild",1941-06-16,81,Male,Switzerland,Zug,not-applicable,Switzerland,3400000000,"Food & Beverage",Flavorings,0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Guanjiang Wu",1968-12-21,54,Male,China,Chongqing,not-applicable,China,3400000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Zheng Yi",1970-10-15,52,Male,China,Hangzhou,not-applicable,China,3400000000,Technology,Software,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Eric Yuan",1970-02-20,53,Male,"United States","Santa Clara",California,"United States",3400000000,Technology,"Zoom Video Communications",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Charles Zegar",1948-02-29,75,Male,"United States","New York","New York","United States",3400000000,"Media & Entertainment","Bloomberg LP",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mohed Altrad",1948-03-09,75,Male,France,Montpellier,not-applicable,France,3300000000,"Construction & Engineering","Scaffolding, cement mixers",1,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"John Arnold",1974-03-09,49,Male,"United States",Houston,Texas,"United States",3300000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Bill Austin",1942-02-25,81,Male,"United States",Brownsville,Texas,"United States",3300000000,Manufacturing,"Hearing aids",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Shibin Chen",1966-11-01,56,Male,China,Lianyungang,not-applicable,China,3300000000,Manufacturing,"Quartz products",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Bennett Dorrance",1946-02-09,77,Male,"United States","Paradise Valley",Arizona,"United States",3300000000,"Food & Beverage","Campbell Soup",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Walter Faria",1955-04-01,68,Male,Brazil,"Rio de Janeiro",not-applicable,Brazil,3300000000,"Food & Beverage",Beer,1,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Walter Frey",1943-07-30,79,Male,Switzerland,KÃ¼snacht,not-applicable,Switzerland,3300000000,Automotive,"Car dealerships",0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Liquan Fu",1967-08-01,55,Male,China,Hangzhou,not-applicable,China,3300000000,Technology,"Surveillance equipment",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"John Gandel",1934-08-13,88,Male,Australia,Melbourne,not-applicable,Australia,3300000000,"Real Estate","Shopping malls",0,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Peter Gilgan",1951-01-01,72,Male,Canada,Oakville,not-applicable,Canada,3300000000,"Construction & Engineering",Homebuilding,1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Leng Beng Kwek",1941-01-01,82,Male,Singapore,Singapore,not-applicable,Singapore,3300000000,Diversified,Diversified,0,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Pablo Legorreta",1963-10-30,59,Male,"United States","Sag Harbor","New York","United States",3300000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Arnon Milchan",1944-12-06,78,Male,Israel,"Tel Aviv",not-applicable,Israel,3300000000,"Media & Entertainment","Movie making",1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Akio Nitori",1944-03-05,79,Male,Japan,Hokkaido,not-applicable,Japan,3300000000,"Fashion & Retail","Home furnishings",1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Julio Ponce Lerou",1945-11-13,77,Male,Chile,Santiago,not-applicable,Chile,3300000000,"Metals & Mining",Fertilizer,1,18952038,282318159745,80.0,18.2,34.0,101.4,88.5,131.9,-35.675147,-71.542969
"Rodger Riney",1946-01-01,77,Male,"United States","St. Louis",Missouri,"United States",3300000000,"Finance & Investments","Discount brokerage",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Phil Ruffin",1935-03-17,88,Male,"United States","Las Vegas",Nevada,"United States",3300000000,Diversified,"Casinos, real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Naguib Sawiris",1954-06-15,68,Male,Egypt,Cairo,not-applicable,Egypt,3300000000,Telecom,Telecom,0,100388073,303175127598,71.8,12.5,44.4,106.3,35.2,288.6,26.820553,30.802498
"Neil Shen",1967-12-16,55,Male,China,"Hong Kong",not-applicable,"Hong Kong",3300000000,"Finance & Investments","Venture capital",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Gil Shwed",1968-06-12,54,Male,Israel,"Tel Aviv",not-applicable,Israel,3300000000,Technology,Software,1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Stephen Smith",1951-06-02,71,Male,Canada,Toronto,not-applicable,Canada,3300000000,"Finance & Investments","Finance and investments",1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Nik Storonsky",1984-07-21,38,Male,"United Kingdom",London,not-applicable,"United Kingdom",3300000000,"Finance & Investments",Fintech,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Jeffrey Talpins",1975-03-06,48,Male,"United States",Larchmont,"New York","United States",3300000000,"Finance & Investments","Hedge fund",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Carl Thoma",1948-10-12,74,Male,"United States",Dallas,Texas,"United States",3300000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Todd Wanek",1964-03-16,59,Male,"United States","St. Petersburg",Florida,"United States",3300000000,Manufacturing,Furniture,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Hua Xue",1972-03-29,53,Male,China,Guangzhou,not-applicable,China,3300000000,Manufacturing,Agribusiness,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Takao Yasuda",1949-05-07,73,Male,Singapore,Singapore,not-applicable,Japan,3300000000,"Fashion & Retail",Retail,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Karen Virginia Beckmann Legoretta",1972-03-29,53,Female,unknown,unknown,not-applicable,Mexico,3200000000,"Food & Beverage",Tequila,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Giuliana Benetton",1937-07-08,85,Female,Italy,Treviso,not-applicable,Italy,3200000000,"Fashion & Retail","Fashion retail, investments",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Luciano Benetton",1935-05-13,87,Male,Italy,"Ponzano Veneto",not-applicable,Italy,3200000000,"Fashion & Retail","Fashion retail, investments",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Arun Bharat Ram",1940-11-15,82,Male,India,Delhi,not-applicable,India,3200000000,Manufacturing,Chemicals,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Ron Burkle",1952-11-12,70,Male,"United Kingdom",London,not-applicable,"United States",3200000000,"Finance & Investments","Supermarkets, investments",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Kaixuan Chen",1958-05-01,64,Male,China,Guangzhou,not-applicable,China,3200000000,Manufacturing,"Household chemicals",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Brunello Cucinelli",1953-09-03,69,Male,Italy,Solomeo,not-applicable,Italy,3200000000,"Fashion & Retail",Fashion,1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Antonio Del Valle Ruiz",1938-08-13,84,Male,Mexico,"Mexico City",not-applicable,Mexico,3200000000,Manufacturing,Chemicals,1,126014024,1258286717125,75.0,13.1,55.1,105.8,40.2,141.5,23.634501,-102.552784
"Gustavo Denegri",1937-03-17,86,Male,Italy,torino,not-applicable,Italy,3200000000,Healthcare,Biotech,1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Jinggui Dong",1972-03-29,53,Male,China,Wuxi,not-applicable,China,3200000000,Automotive,"Electric scooters",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Charles Ergen",1953-03-01,70,Male,"United States",Denver,Colorado,"United States",3200000000,"Media & Entertainment","Satellite TV",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
